Familia,Modulo_ID,Algoritmo,Repeticao,TargetModule,Coverage
Validators,14,WHOLE_SUITE,3,string_val_14,0.2608695652173913
Validators,15,WHOLE_SUITE,3,string_val_15,0.2608695652173913
Validators,16,WHOLE_SUITE,3,string_val_16,0.1739130434782608
Validators,17,WHOLE_SUITE,3,string_val_17,0.1739130434782608
Validators,18,WHOLE_SUITE,3,string_val_18,0.1739130434782608
Validators,19,WHOLE_SUITE,3,string_val_19,0.1739130434782608
Validators,2,WHOLE_SUITE,3,string_val_2,0.2608695652173913
Validators,20,WHOLE_SUITE,3,string_val_20,0.1739130434782608
Validators,21,WHOLE_SUITE,3,string_val_21,0.1739130434782608
Validators,22,WHOLE_SUITE,3,string_val_22,0.1739130434782608
Validators,23,WHOLE_SUITE,3,string_val_23,0.1739130434782608
Validators,24,WHOLE_SUITE,3,string_val_24,0.1739130434782608
Validators,25,WHOLE_SUITE,3,string_val_25,0.1739130434782608
Validators,26,WHOLE_SUITE,3,string_val_26,0.1739130434782608
Validators,27,WHOLE_SUITE,3,string_val_27,0.1739130434782608
Validators,28,WHOLE_SUITE,3,string_val_28,0.1739130434782608
Validators,29,WHOLE_SUITE,3,string_val_29,0.1739130434782608
Validators,3,WHOLE_SUITE,3,string_val_3,0.2608695652173913
Validators,30,WHOLE_SUITE,3,string_val_30,0.1739130434782608
Validators,4,WHOLE_SUITE,3,string_val_4,0.2608695652173913
Validators,5,WHOLE_SUITE,3,string_val_5,0.2608695652173913
Validators,6,WHOLE_SUITE,3,string_val_6,0.2608695652173913
Validators,7,WHOLE_SUITE,3,string_val_7,0.2608695652173913
Validators,8,WHOLE_SUITE,3,string_val_8,0.2608695652173913
Validators,9,WHOLE_SUITE,3,string_val_9,0.2608695652173913
